DT_YEAR_COLLISION,DT_MONTH_COLLISION,DT_TIME,CD_NIS,TX_RGN_COLLISION_FR,TX_RGN_COLLISION_NL,TX_PROV_COLLISION_FR,TX_PROV_COLLISION_NL,TX_MUNTY_COLLISION_FR,TX_MUNTY_COLLISION_NL,MS_X_COORD,MS_Y_COORD,CD_CROSSWAY,TX_CROSSWAY_FR,TX_CROSSWAY_NL,CD_WEATHER,TX_WEATHER_FR,TX_WEATHER_NL,CD_ROAD_CONDITION,TX_ROAD_CONDITION_FR,TX_ROAD_CONDITION_NL,CD_BUILD_UP_AREA,TX_BUILD_UP_AREA_FR,TX_BUILD_UP_AREA_NL,CD_LIGHT_CONDITION,TX_LIGHT_CONDITION_FR,TX_LIGHT_CONDITION_NL,CD_ROAD_TYPE,CD_ROAD_TYPE_FR,CD_ROAD_TYPE_NL,CD_CLASS_ACCIDENTS,TX_CLASS_ACCIDENTS_FR,TX_CLASS_ACCIDENTS_NL,CD_ROAD_USR_TYPE1,TX_ROAD_USR_TYPE1_FR,TX_ROAD_USR_TYPE1_NL,CD_ROAD_USR_TYPE2,TX_ROAD_USR_TYPE2_FR,TX_ROAD_USR_TYPE2_NL,CD_COLLISION_TYPE,TX_COLLISON_TYPE_FR,TX_COLLISION_TYPE_NL,CD_OBSTACLES,TX_OBSTACLES_FR,TX_OBSTACLES_NL,LAT,LON
2024,02,06,36019,Région flamande,Vlaams Gewest,Province de Flandre occidentale,Provincie West-Vlaanderen,Staden,Staden,,,2,Hors carrefour,Buiten Kruispunt,9,Inconnues, indéterminées,Onbekend,9,Inconnu, indéterminé,Onbekend,9,inconnu,onbekend,9,Inconnu, indéterminé,Onbekend,9,inconnu,onbekend,4,Avec blessé(s) leger(s),met lichtgewonden,03,Bicyclette,Fiets,11,usager/obstacle,een weggebruiker tegen een hindernis,6,Usager contre obstacle situé sur la chaussée,Weggebruiker tegen hindernis op de rijbaan,,
2024,02,07,33011,Région flamande,Vlaams Gewest,Province de Flandre occidentale,Provincie West-Vlaanderen,Ypres,Ieper, 44507.601729,171666.173253,1,Carrefour,Op Kruispunt,1,Normales,Normaal,2,Humide, mouillé, flaques,Nat, plassen,1,En agglomération,binnen bebouwde kom,2,Aube, crépuscule,Dageraad - schemering,2,Route communale,Gemeenteweg,4,Avec blessé(s) leger(s),met lichtgewonden,09,Voiture,personenauto,03,Bicyclette,Fiets,4,Entre 2 conducteurs: Par le côté (avant/derrière-flanc),50.845832,2.870756
2024,02,15,33021,Région flamande,Vlaams Gewest,Province de Flandre occidentale,Provincie West-Vlaanderen,Poperinge,Poperinge, 33681.749746,171433.000267,2,Hors carrefour,Buiten Kruispunt,1,Normales,Normaal,1,Sec,Droog,2,Hors agglomération,buiten bebouwde kom,1,Jour,Dag,3,Route régionale,Gewestweg,3,Avec blessé(s) grave(s),met zwaargewonden,09,Voiture,personenauto,09,Voiture,personenauto,2,Entre 2 conducteurs: Collision frontale,Tussen 2 bestuurders: Frontale botsing,0,Pas d’obstacle,Geen hindernis,50.841673,2.717151
2024,02,07,33011,Région flamande,Vlaams Gewest,Province de Flandre occidentale,Provincie West-Vlaanderen,Ypres,Ieper, 43367.191744,167185.735299,1,Carrefour,Op Kruispunt,1,Normales,Normaal,1,Sec,Droog,2,Hors agglomération,buiten bebouwde kom,2,Aube, crépuscule,Dageraad - schemering,3,Route régionale,Gewestweg,4,Avec blessé(s) leger(s),met lichtgewonden,09,Voiture,personenauto,11,usager/obstacle,een weggebruiker tegen een hindernis,7,Usager contre obstacle situé hors chaussée,Weggebruiker tegen hindernis buiten rijbaan,59,Hors chaussée: Arbre,50.805355,2.855863
2024,02,14,33021,Région flamande,Vlaams Gewest,Province de Flandre occidentale,Provincie West-Vlaanderen,Poperinge,Poperinge, 33621.054209,174246.612753,2,Hors carrefour,Buiten Kruispunt,1,Normales,Normaal,1,Sec,Droog,2,Hors agglomération,buiten bebouwde kom,1,Jour,Dag,2,Route communale,Gemeenteweg,3,Avec blessé(s) grave(s),met zwaargewonden,03,Bicyclette,Fiets,10,usager seul,één bestuurder, geen hindernis,8,Un seul usager, pas d'obstacle (chute incl.),Eén bestuurder, geen hindernis (incl. val),50.866948,2.7154
2024,02,07,33011,Région flamande,Vlaams Gewest,Province de Flandre occidentale,Provincie West-Vlaanderen,Ypres,Ieper, 47735.990406,171724.741853,2,Hors carrefour,Buiten Kruispunt,9,Inconnues, indéterminées,Onbekend,9,Inconnu, indéterminé,Onbekend,2,Hors agglomération,buiten bebouwde kom,9,Inconnu, indéterminé,Onbekend,2,Route communale,Gemeenteweg,4,Avec blessé(s) leger(s),met lichtgewonden,03,Bicyclette,Fiets,03,Bicyclette,Fiets,A,Entre 2 conducteurs: Flanc contre flanc,Tussen 2 bestuurders: Flank tegen flank,50.846934,2.916572
2024,02,14,36012,Région flamande,Vlaams Gewest,Province de Flandre occidentale,Provincie West-Vlaanderen,Moorslede,Moorslede, 59444.071197,179287.911294,2,Hors carrefour,Buiten Kruispunt,1,Normales,Normaal,1,Sec,Droog,2,Hors agglomération,buiten bebouwde kom,1,Jour,Dag,2,Route communale,Gemeenteweg,4,Avec blessé(s) leger(s),met lichtgewonden,03,Bicyclette,Fiets,11,usager/obstacle,een weggebruiker tegen een hindernis,6,Usager contre obstacle situé sur la chaussée,Weggebruiker tegen hindernis op de rijbaan,70,Sur la chaussée: Ralentisseur de trafic, dos d'âne,50.916852,3.080933
2024,02,07,33011,Région flamande,Vlaams Gewest,Province de Flandre occidentale,Provincie West-Vlaanderen,Ypres,Ieper, 44846.648769,169990.422277,1,Carrefour,Op Kruispunt,1,Normales,Normaal,2,Humide, mouillé, flaques,Nat, plassen,1,En agglomération,binnen bebouwde kom,3,Nuit, éclairage public présent et allumé,Nacht, openbare verlichting aanwezig en ontstoken,3,Route régionale,Gewestweg,4,Avec blessé(s) leger(s),met lichtgewonden,09,Voiture,personenauto,09,Voiture,personenauto,4,50.830832,2.876048
2024,02,13,33037,Région flamande,Vlaams Gewest,Province de Flandre occidentale,Provincie West-Vlaanderen,Zonnebeke,Zonnebeke, 51161.543792,168374.663096,2,Hors carrefour,Buiten Kruispunt,1,Normales,Normaal,1,Sec,Droog,2,Hors agglomération,buiten bebouwde kom,1,Jour,Dag,2,Route communale,Gemeenteweg,3,Avec blessé(s) grave(s),met zwaargewonden,09,Voiture,personenauto,11,usager/obstacle,een weggebruiker tegen een hindernis,7,Usager contre obstacle situé hors chaussée,Weggebruiker tegen hindernis buiten rijbaan,61,Hors chaussée: Autre poteau,Buiten de rijbaan: Andere paal,50.817416,2.966102
2024,02,06,33021,Région flamande,Vlaams Gewest,Province de Flandre occidentale,Provincie West-Vlaanderen,Poperinge,Poperinge, 33582.738748,171533.615236,1,Carrefour,Op Kruispunt,1,Normales,Normaal,2/4,Humide, mouillé, flaques+Propre,Nat, plassen+Proper,2,Hors agglomération,buiten bebouwde kom,3,Nuit, éclairage public présent et allumé,Nacht, openbare verlichting aanwezig en ontstoken,3,Route régionale,Gewestweg,4,Avec blessé(s) leger(s),met lichtgewonden,09,Voiture,personenauto,03,Bicyclette,Fiets,2,50.842558,2.715714
2024,02,07,36019,Région flamande,Vlaams Gewest,Province de Flandre occidentale,Provincie West-Vlaanderen,Staden,Staden, 54237.201599,186811.030785,2,Hors carrefour,Buiten Kruispunt,1,Normales,Normaal,2,Humide, mouillé, flaques,Nat, plassen,1,En agglomération,binnen bebouwde kom,3,Nuit, éclairage public présent et allumé,Nacht, openbare verlichting aanwezig en ontstoken,3,Route régionale,Gewestweg,4,Avec blessé(s) leger(s),met lichtgewonden,09,Voiture,personenauto,11,usager/obstacle,een weggebruiker tegen een hindernis,7,50.983633,3.004937
2024,02,07,33037,Région flamande,Vlaams Gewest,Province de Flandre occidentale,Provincie West-Vlaanderen,Zonnebeke,Zonnebeke, 54762.333887,170309.950770,2,Hors carrefour,Buiten Kruispunt,1,Normales,Normaal,1,Sec,Droog,2,Hors agglomération,buiten bebouwde kom,9,Inconnu, indéterminé,Onbekend,2,Route communale,Gemeenteweg,4,Avec blessé(s) leger(s),met lichtgewonden,09,Voiture,personenauto,05,Camionnette,Lichte vrachtauto,2,Entre 2 conducteurs: Collision frontale,Tussen 2 bestuurders: Frontale botsing,0,Pas d’obstacle,50.83541,3.016691
2024,02,18,33021,Région flamande,Vlaams Gewest,Province de Flandre occidentale,Provincie West-Vlaanderen,Poperinge,Poperinge, 27209.135294,180348.929388,2,Hors carrefour,Buiten Kruispunt,1,Normales,Normaal,1,Sec,Droog,1,En agglomération,binnen bebouwde kom,3,Nuit, éclairage public présent et allumé,Nacht, openbare verlichting aanwezig en ontstoken,3,Route régionale,Gewestweg,4,Avec blessé(s) leger(s),met lichtgewonden,03,Bicyclette,Fiets,09,Voiture,personenauto,4,Entre 2 conducteurs: Par le côté (avant/derrière-flanc),Tss. 2 best.: langs opzij (voor-/achterkant-flank),0,50.920471,2.622303
2024,02,17,33011,Région flamande,Vlaams Gewest,Province de Flandre occidentale,Provincie West-Vlaanderen,Ypres,Ieper, 42246.808363,174840.922213,2,Hors carrefour,Buiten Kruispunt,2,Pluie,Regenval,2/4,Humide, mouillé, flaques+Propre,Nat, plassen+Proper,2,Hors agglomération,buiten bebouwde kom,1,Jour,Dag,3,Route régionale,Gewestweg,4,Avec blessé(s) leger(s),met lichtgewonden,09,Voiture,personenauto,11,usager/obstacle,een weggebruiker tegen een hindernis,7,Usager contre obstacle situé hors chaussée,Weggebruiker tegen hindernis buiten rijbaan,50.873951,2.837733
2024,02,13,36012,Région flamande,Vlaams Gewest,Province de Flandre occidentale,Provincie West-Vlaanderen,Moorslede,Moorslede, 60655.899189,172026.167825,2,Hors carrefour,Buiten Kruispunt,1,Normales,Normaal,4,Propre,Proper,1,En agglomération,binnen bebouwde kom,1,Jour,Dag,2,Route communale,Gemeenteweg,4,Avec blessé(s) leger(s),met lichtgewonden,03,Bicyclette,Fiets,11,usager/obstacle,een weggebruiker tegen een hindernis,6,Usager contre obstacle situé sur la chaussée,Weggebruiker tegen hindernis op de rijbaan,70,Sur la chaussée: Ralentisseur de trafic, dos d'âne,50.851771,3.099927
2024,02,17,33011,Région flamande,Vlaams Gewest,Province de Flandre occidentale,Provincie West-Vlaanderen,Ypres,Ieper, 48631.628739,171779.274246,1,Carrefour,Op Kruispunt,1,Normales,Normaal,1,Sec,Droog,2,Hors agglomération,buiten bebouwde kom,1,Jour,Dag,3,Route régionale,Gewestweg,4,Avec blessé(s) leger(s),met lichtgewonden,99,inconnu,onbekend,99,inconnu,onbekend,9,Autre ou inconnu,Andere of onbekend,-3,Présence d'obstacle non mentionnée,Geen vermelding van de aanwezigheid van een hindernis,50.847581,2.929272
2024,02,07,33011,Région flamande,Vlaams Gewest,Province de Flandre occidentale,Provincie West-Vlaanderen,Ypres,Ieper, 45755.568769,170954.454277,1,Carrefour,Op Kruispunt,2,Pluie,Regenval,2,Humide, mouillé, flaques,Nat, plassen,1,En agglomération,binnen bebouwde kom,1,Jour,Dag,3,Route régionale,Gewestweg,4,Avec blessé(s) leger(s),met lichtgewonden,05,Camionnette,Lichte vrachtauto,03,Bicyclette,Fiets,4,Entre 2 conducteurs: Par le côté (avant/derrière-flanc),Tss. 2 best.: langs opzij (voor-/achterkant-flank),50.83966,2.888674
2024,02,18,33011,Région flamande,Vlaams Gewest,Province de Flandre occidentale,Provincie West-Vlaanderen,Ypres,Ieper, 49432.077762,166741.391300,1,Carrefour,Op Kruispunt,1,Normales,Normaal,1,Sec,Droog,2,Hors agglomération,buiten bebouwde kom,3,Nuit, éclairage public présent et allumé,Nacht, openbare verlichting aanwezig en ontstoken,2,Route communale,Gemeenteweg,4,Avec blessé(s) leger(s),met lichtgewonden,09,Voiture,personenauto,09,Voiture,personenauto,4,Entre 2 conducteurs: Par le côté (avant/derrière-flanc),Tss. 2 best.: langs opzij (voor-/achterkant-flank),0,50.80244,2.942009
2024,01,07,31005,Région flamande,Vlaams Gewest,Province de Flandre occidentale,Provincie West-Vlaanderen,Bruges,Brugge,,,2,Hors carrefour,Buiten Kruispunt,9,Inconnues, indéterminées,Onbekend,9,Inconnu, indéterminé,Onbekend,2,Hors agglomération,buiten bebouwde kom,9,Inconnu, indéterminé,Onbekend,9,inconnu,onbekend,4,Avec blessé(s) leger(s),met lichtgewonden,09,Voiture,personenauto,09,Voiture,personenauto,3,Entre 2 conducteurs: Par l'arrière,Tussen 2 bestuurders: Langs achteren,,
2024,02,08,33011,Région flamande,Vlaams Gewest,Province de Flandre occidentale,Provincie West-Vlaanderen,Ypres,Ieper, 46866.360770,172181.246278,1,Carrefour,Op Kruispunt,1,Normales,Normaal,1,Sec,Droog,1,En agglomération,binnen bebouwde kom,1,Jour,Dag,2,Route communale,Gemeenteweg,4,Avec blessé(s) leger(s),met lichtgewonden,09,Voiture,personenauto,11,usager/obstacle,een weggebruiker tegen een hindernis,7,Usager contre obstacle situé hors chaussée,Weggebruiker tegen hindernis buiten rijbaan,61,Hors chaussée: Autre poteau,Buiten de rijbaan: Andere paal,50.850884,2.904098
2024,02,11,33011,Région flamande,Vlaams Gewest,Province de Flandre occidentale,Provincie West-Vlaanderen,Ypres,Ieper, 41687.196128,168897.649424,2,Hors carrefour,Buiten Kruispunt,1,Normales,Normaal,1,Sec,Droog,1,En agglomération,binnen bebouwde kom,1,Jour,Dag,3,Route régionale,Gewestweg,4,Avec blessé(s) leger(s),met lichtgewonden,03,Bicyclette,Fiets,10,usager seul,één bestuurder, geen hindernis,8,Un seul usager, pas d'obstacle (chute incl.),Eén bestuurder, geen hindernis (incl. val),50.820431,2.831531
2024,02,10,33011,Région flamande,Vlaams Gewest,Province de Flandre occidentale,Provincie West-Vlaanderen,Ypres,Ieper, 43281.176505,173154.069625,2,Hors carrefour,Buiten Kruispunt,1,Normales,Normaal,1/4,Sec+Propre,Droog+Proper,2,Hors agglomération,buiten bebouwde kom,1,Jour,Dag,3,Route régionale,Gewestweg,4,Avec blessé(s) leger(s),met lichtgewonden,04,Camion,Vrachtwagen,05,Camionnette,Lichte vrachtauto,4,Entre 2 conducteurs: Par le côté (avant/derrière-flanc),Tss. 2 best.: langs opzij (voor-/achterkant-flank),0,Pas d’obstacle,Geen hindernis,50.858981,2.852915
2024,02,20,33039,Région flamande,Vlaams Gewest,Province de Flandre occidentale,Provincie West-Vlaanderen,Heuvelland,Heuvelland, 41321.538927,162994.064958,2,Hors carrefour,Buiten Kruispunt,1,Normales,Normaal,1,Sec,Droog,2,Hors agglomération,buiten bebouwde kom,4,Nuit, pas d'éclairage public présent,Nacht, geen openbare verlichting aanwezig,3,Route régionale,Gewestweg,4,Avec blessé(s) leger(s),met lichtgewonden,09,Voiture,personenauto,11,usager/obstacle,een weggebruiker tegen een hindernis,7,Usager contre obstacle situé hors chaussée,Weggebruiker tegen hindernis buiten rijbaan,59,50.767303,2.828081
2024,02,02,33037,Région flamande,Vlaams Gewest,Province de Flandre occidentale,Provincie West-Vlaanderen,Zonnebeke,Zonnebeke, 55481.135171,177571.268477,2,Hors carrefour,Buiten Kruispunt,1,Normales,Normaal,1,Sec,Droog,2,Hors agglomération,buiten bebouwde kom,3,Nuit, éclairage public présent et allumé,Nacht, openbare verlichting aanwezig en ontstoken,2,Route communale,Gemeenteweg,4,Avec blessé(s) leger(s),met lichtgewonden,09,Voiture,personenauto,11,usager/obstacle,een weggebruiker tegen een hindernis,7,Usager contre obstacle situé hors chaussée,Weggebruiker tegen hindernis buiten rijbaan,64,50.900792,3.025029
2024,02,08,33011,Région flamande,Vlaams Gewest,Province de Flandre occidentale,Provincie West-Vlaanderen,Ypres,Ieper, 42197.241524,179695.146856,2,Hors carrefour,Buiten Kruispunt,2,Pluie,Regenval,2/4,Humide, mouillé, flaques+Propre,Nat, plassen+Proper,2,Hors agglomération,buiten bebouwde kom,1,Jour,Dag,2,Route communale,Gemeenteweg,4,Avec blessé(s) leger(s),met lichtgewonden,09,Voiture,personenauto,11,usager/obstacle,een weggebruiker tegen een hindernis,7,Usager contre obstacle situé hors chaussée,Weggebruiker tegen hindernis buiten rijbaan,50.917569,2.835606
2024,02,05,33016,Région flamande,Vlaams Gewest,Province de Flandre occidentale,Provincie West-Vlaanderen,Messines,Mesen, 47607.122456,162515.356613,2,Hors carrefour,Buiten Kruispunt,2,Pluie,Regenval,2,Humide, mouillé, flaques,Nat, plassen,2,Hors agglomération,buiten bebouwde kom,3,Nuit, éclairage public présent et allumé,Nacht, openbare verlichting aanwezig en ontstoken,3,Route régionale,Gewestweg,4,Avec blessé(s) leger(s),met lichtgewonden,09,Voiture,personenauto,11,usager/obstacle,een weggebruiker tegen een hindernis,7,50.764139,2.917297
2024,02,21,33011,Région flamande,Vlaams Gewest,Province de Flandre occidentale,Provincie West-Vlaanderen,Ypres,Ieper, 45957.031920,172923.991432,2,Hors carrefour,Buiten Kruispunt,1,Normales,Normaal,1,Sec,Droog,1,En agglomération,binnen bebouwde kom,3,Nuit, éclairage public présent et allumé,Nacht, openbare verlichting aanwezig en ontstoken,2,Route communale,Gemeenteweg,4,Avec blessé(s) leger(s),met lichtgewonden,05,Camionnette,Lichte vrachtauto,09,Voiture,personenauto,4,Entre 2 conducteurs: Par le côté (avant/derrière-flanc),Tss. 2 best.: langs opzij (voor-/achterkant-flank),0,50.857398,2.890978
2024,02,17,33021,Région flamande,Vlaams Gewest,Province de Flandre occidentale,Provincie West-Vlaanderen,Poperinge,Poperinge, 36732.212414,172705.563781,1,Carrefour,Op Kruispunt,1,Normales,Normaal,2,Humide, mouillé, flaques,Nat, plassen,2,Hors agglomération,buiten bebouwde kom,1,Jour,Dag,3,Route régionale,Gewestweg,4,Avec blessé(s) leger(s),met lichtgewonden,09,Voiture,personenauto,11,usager/obstacle,een weggebruiker tegen een hindernis,7,Usager contre obstacle situé hors chaussée,Weggebruiker tegen hindernis buiten rijbaan,50.853712,2.760059
2024,02,16,33029,Région flamande,Vlaams Gewest,Province de Flandre occidentale,Provincie West-Vlaanderen,Wervik,Wervik, 58676.476018,167111.989731,2,Hors carrefour,Buiten Kruispunt,2,Pluie,Regenval,2,Humide, mouillé, flaques,Nat, plassen,1,En agglomération,binnen bebouwde kom,1,Jour,Dag,2,Route communale,Gemeenteweg,4,Avec blessé(s) leger(s),met lichtgewonden,09,Voiture,personenauto,11,usager/obstacle,een weggebruiker tegen een hindernis,7,Usager contre obstacle situé hors chaussée,Weggebruiker tegen hindernis buiten rijbaan,50.807294,3.073039
2024,02,20,73107,Région flamande,Vlaams Gewest,Province de Limbourg,Provincie Limburg,Maasmechelen,Maasmechelen,243364.052048,185276.139442,1,Carrefour,Op Kruispunt,1,Normales,Normaal,1,Sec,Droog,2,Hors agglomération,buiten bebouwde kom,3,Nuit, éclairage public présent et allumé,Nacht, openbare verlichting aanwezig en ontstoken,3,Route régionale,Gewestweg,4,Avec blessé(s) leger(s),met lichtgewonden,09,Voiture,personenauto,09,Voiture,personenauto,2,Entre 2 conducteurs: Collision frontale,Tussen 2 bestuurders: Frontale botsing,0,50.970213,5.698025
2024,02,08,73107,Région flamande,Vlaams Gewest,Province de Limbourg,Provincie Limburg,Maasmechelen,Maasmechelen,243171.257104,184295.996515,1,Carrefour,Op Kruispunt,1,Normales,Normaal,1,Sec,Droog,2,Hors agglomération,buiten bebouwde kom,1,Jour,Dag,3,Route régionale,Gewestweg,4,Avec blessé(s) leger(s),met lichtgewonden,09,Voiture,personenauto,09,Voiture,personenauto,4,Entre 2 conducteurs: Par le côté (avant/derrière-flanc),Tss. 2 best.: langs opzij (voor-/achterkant-flank),0,Pas d’obstacle,Geen hindernis,50.961435,5.695031
2024,02,17,73107,Région flamande,Vlaams Gewest,Province de Limbourg,Provincie Limburg,Maasmechelen,Maasmechelen,241893.478667,184584.225131,2,Hors carrefour,Buiten Kruispunt,1,Normales,Normaal,1,Sec,Droog,1,En agglomération,binnen bebouwde kom,2,Aube, crépuscule,Dageraad - schemering,2,Route communale,Gemeenteweg,4,Avec blessé(s) leger(s),met lichtgewonden,08,Piéton,Voetganger,06,Cyclomoteur,Bromfiets,5,Avec un piéton,Met een voetganger,0,Pas d’obstacle,50.96423,5.676918
2024,02,13,73042,Région flamande,Vlaams Gewest,Province de Limbourg,Provincie Limburg,Lanaken,Lanaken,240634.230862,176061.587871,1,Carrefour,Op Kruispunt,1,Normales,Normaal,1,Sec,Droog,2,Hors agglomération,buiten bebouwde kom,1,Jour,Dag,3,Route régionale,Gewestweg,4,Avec blessé(s) leger(s),met lichtgewonden,05,Camionnette,Lichte vrachtauto,09,Voiture,personenauto,4,Entre 2 conducteurs: Par le côté (avant/derrière-flanc),Tss. 2 best.: langs opzij (voor-/achterkant-flank),0,Pas d’obstacle,Geen hindernis,50.887827,5.65689
2024,02,16,73107,Région flamande,Vlaams Gewest,Province de Limbourg,Provincie Limburg,Maasmechelen,Maasmechelen,242660.902979,185772.864782,2,Hors carrefour,Buiten Kruispunt,9,Inconnues, indéterminées,Onbekend,1,Sec,Droog,1,En agglomération,binnen bebouwde kom,1,Jour,Dag,2,Route communale,Gemeenteweg,4,Avec blessé(s) leger(s),met lichtgewonden,09,Voiture,personenauto,09,Voiture,personenauto,A,Entre 2 conducteurs: Flanc contre flanc,Tussen 2 bestuurders: Flank tegen flank,0,Pas d’obstacle,50.974791,5.688142
2024,02,11,73107,Région flamande,Vlaams Gewest,Province de Limbourg,Provincie Limburg,Maasmechelen,Maasmechelen,243364.052048,185276.139442,1,Carrefour,Op Kruispunt,1,Normales,Normaal,1,Sec,Droog,2,Hors agglomération,buiten bebouwde kom,1,Jour,Dag,3,Route régionale,Gewestweg,4,Avec blessé(s) leger(s),met lichtgewonden,09,Voiture,personenauto,10,usager seul,één bestuurder, geen hindernis,8,Un seul usager, pas d'obstacle (chute incl.),Eén bestuurder, geen hindernis (incl. val),50.970213,5.698025
2024,02,17,73107,Région flamande,Vlaams Gewest,Province de Limbourg,Provincie Limburg,Maasmechelen,Maasmechelen,,,2,Hors carrefour,Buiten Kruispunt,1,Normales,Normaal,1,Sec,Droog,2,Hors agglomération,buiten bebouwde kom,3,Nuit, éclairage public présent et allumé,Nacht, openbare verlichting aanwezig en ontstoken,3,Route régionale,Gewestweg,4,Avec blessé(s) leger(s),met lichtgewonden,09,Voiture,personenauto,10,usager seul,één bestuurder, geen hindernis,8,Un seul usager, pas d'obstacle (chute incl.),,
2024,02,15,73107,Région flamande,Vlaams Gewest,Province de Limbourg,Provincie Limburg,Maasmechelen,Maasmechelen,243565.352539,186150.454452,2,Hors carrefour,Buiten Kruispunt,1,Normales,Normaal,1,Sec,Droog,2,Hors agglomération,buiten bebouwde kom,1,Jour,Dag,3,Route régionale,Gewestweg,4,Avec blessé(s) leger(s),met lichtgewonden,09,Voiture,personenauto,06,Cyclomoteur,Bromfiets,4,Entre 2 conducteurs: Par le côté (avant/derrière-flanc),Tss. 2 best.: langs opzij (voor-/achterkant-flank),0,Pas d’obstacle,Geen hindernis,50.978039,5.701114
2024,02,17,73042,Région flamande,Vlaams Gewest,Province de Limbourg,Provincie Limburg,Lanaken,Lanaken,241813.303943,176180.886273,2,Hors carrefour,Buiten Kruispunt,9,Inconnues, indéterminées,Onbekend,9,Inconnu, indéterminé,Onbekend,9,inconnu,onbekend,9,Inconnu, indéterminé,Onbekend,3,Route régionale,Gewestweg,4,Avec blessé(s) leger(s),met lichtgewonden,09,Voiture,personenauto,09,Voiture,personenauto,3,Entre 2 conducteurs: Par l'arrière,Tussen 2 bestuurders: Langs achteren,50.888714,5.673674
2024,02,02,73107,Région flamande,Vlaams Gewest,Province de Limbourg,Provincie Limburg,Maasmechelen,Maasmechelen,243285.538884,187304.934199,2,Hors carrefour,Buiten Kruispunt,1,Normales,Normaal,2,Humide, mouillé, flaques,Nat, plassen,1,En agglomération,binnen bebouwde kom,3,Nuit, éclairage public présent et allumé,Nacht, openbare verlichting aanwezig en ontstoken,2,Route communale,Gemeenteweg,4,Avec blessé(s) leger(s),met lichtgewonden,07,Motocyclette,Motorfiets,11,usager/obstacle,een weggebruiker tegen een hindernis,7,50.98846,5.697425
2024,02,11,73107,Région flamande,Vlaams Gewest,Province de Limbourg,Provincie Limburg,Maasmechelen,Maasmechelen,243170.277164,184615.781495,2,Hors carrefour,Buiten Kruispunt,1,Normales,Normaal,1,Sec,Droog,1,En agglomération,binnen bebouwde kom,1,Jour,Dag,3,Route régionale,Gewestweg,4,Avec blessé(s) leger(s),met lichtgewonden,09,Voiture,personenauto,09,Voiture,personenauto,A,Entre 2 conducteurs: Flanc contre flanc,Tussen 2 bestuurders: Flank tegen flank,0,Pas d’obstacle,Geen hindernis,50.964309,5.695099
2024,02,04,71067,Région flamande,Vlaams Gewest,Province de Limbourg,Provincie Limburg,Zutendaal,Zutendaal,237028.546268,179829.623028,2,Hors carrefour,Buiten Kruispunt,1,Normales,Normaal,2,Humide, mouillé, flaques,Nat, plassen,1,En agglomération,binnen bebouwde kom,3,Nuit, éclairage public présent et allumé,Nacht, openbare verlichting aanwezig en ontstoken,3,Route régionale,Gewestweg,4,Avec blessé(s) leger(s),met lichtgewonden,09,Voiture,personenauto,11,usager/obstacle,een weggebruiker tegen een hindernis,7,50.922246,5.606547
2024,02,16,73107,Région flamande,Vlaams Gewest,Province de Limbourg,Provincie Limburg,Maasmechelen,Maasmechelen,242981.765712,185475.094307,1,Carrefour,Op Kruispunt,1,Normales,Normaal,1,Sec,Droog,1,En agglomération,binnen bebouwde kom,1,Jour,Dag,2,Route communale,Gemeenteweg,4,Avec blessé(s) leger(s),met lichtgewonden,03,Bicyclette,Fiets,09,Voiture,personenauto,4,Entre 2 conducteurs: Par le côté (avant/derrière-flanc),Tss. 2 best.: langs opzij (voor-/achterkant-flank),0,Pas d’obstacle,Geen hindernis,50.972063,5.692634
2024,02,03,11002,Région flamande,Vlaams Gewest,Province d’Anvers,Provincie Antwerpen,Anvers,Antwerpen,147777.239719,222991.190266,2,Hors carrefour,Buiten Kruispunt,1,Normales,Normaal,1,Sec,Droog,2,Hors agglomération,buiten bebouwde kom,3,Nuit, éclairage public présent et allumé,Nacht, openbare verlichting aanwezig en ontstoken,2,Route communale,Gemeenteweg,4,Avec blessé(s) leger(s),met lichtgewonden,09,Voiture,personenauto,11,usager/obstacle,een weggebruiker tegen een hindernis,7,Usager contre obstacle situé hors chaussée,Weggebruiker tegen hindernis buiten rijbaan,56,51.316736,4.336879
2024,02,15,46003,Région flamande,Vlaams Gewest,Province de Flandre orientale,Provincie Oost-Vlaanderen,Beveren,Beveren,140384.470721,220131.785417,2,Hors carrefour,Buiten Kruispunt,1,Normales,Normaal,1,Sec,Droog,2,Hors agglomération,buiten bebouwde kom,1,Jour,Dag,2,Route communale,Gemeenteweg,4,Avec blessé(s) leger(s),met lichtgewonden,07,Motocyclette,Motorfiets,11,usager/obstacle,een weggebruiker tegen een hindernis,7,Usager contre obstacle situé hors chaussée,Weggebruiker tegen hindernis buiten rijbaan,61,Hors chaussée: Autre poteau,Buiten de rijbaan: Andere paal,51.29096,4.230922
2024,02,10,44021,Région flamande,Vlaams Gewest,Province de Flandre orientale,Provincie Oost-Vlaanderen,Gand,Gent,105095.941587,198628.007304,2,Hors carrefour,Buiten Kruispunt,1,Normales,Normaal,2,Humide, mouillé, flaques,Nat, plassen,2,Hors agglomération,buiten bebouwde kom,1,Jour,Dag,3,Route régionale,Gewestweg,1,Avec tué(s),Met doden,09,Voiture,personenauto,03,Bicyclette,Fiets,3,Entre 2 conducteurs: Par l'arrière,Tussen 2 bestuurders: Langs achteren,51.096015,3.72774
