DT_YEAR_COLLISION,DT_MONTH_COLLISION,DT_TIME,CD_NIS,TX_RGN_COLLISION_FR,TX_RGN_COLLISION_NL,TX_PROV_COLLISION_FR,TX_PROV_COLLISION_NL,TX_MUNTY_COLLISION_FR,TX_MUNTY_COLLISION_NL,MS_X_COORD,MS_Y_COORD,CD_CROSSWAY,TX_CROSSWAY_FR,TX_CROSSWAY_NL,CD_WEATHER,TX_WEATHER_FR,TX_WEATHER_NL,CD_ROAD_CONDITION,TX_ROAD_CONDITION_FR,TX_ROAD_CONDITION_NL,CD_BUILD_UP_AREA,TX_BUILD_UP_AREA_FR,TX_BUILD_UP_AREA_NL,CD_LIGHT_CONDITION,TX_LIGHT_CONDITION_FR,TX_LIGHT_CONDITION_NL,CD_ROAD_TYPE,CD_ROAD_TYPE_FR,CD_ROAD_TYPE_NL,CD_CLASS_ACCIDENTS,TX_CLASS_ACCIDENTS_FR,TX_CLASS_ACCIDENTS_NL,CD_ROAD_USR_TYPE1,TX_ROAD_USR_TYPE1_FR,TX_ROAD_USR_TYPE1_NL,CD_ROAD_USR_TYPE2,TX_ROAD_USR_TYPE2_FR,TX_ROAD_USR_TYPE2_NL,CD_COLLISION_TYPE,TX_COLLISON_TYPE_FR,TX_COLLISION_TYPE_NL,CD_OBSTACLES,TX_OBSTACLES_FR,TX_OBSTACLES_NL,LAT,LON
2024,11,01,44021,Région flamande,Vlaams Gewest,Province de Flandre orientale,Provincie Oost-Vlaanderen,Gand,Gent,106101.111927,191766.369970,2,Hors carrefour,Buiten Kruispunt,1,Normales,Normaal,1,Sec,Droog,1,En agglomération,binnen bebouwde kom,3,Nuit, éclairage public présent et allumé,Nacht, openbare verlichting aanwezig en ontstoken,2,Route communale,Gemeenteweg,4,Avec blessé(s) leger(s),met lichtgewonden,99,inconnu,onbekend,99,inconnu,onbekend,9,Autre ou inconnu,Andere of onbekend,-3,51.034416,3.742913
2024,11,17,44021,Région flamande,Vlaams Gewest,Province de Flandre orientale,Provincie Oost-Vlaanderen,Gand,Gent,106258.762805,194383.905464,2,Hors carrefour,Buiten Kruispunt,2/4,Pluie+Vent violent, rafales,Regenval+Sterke wind, rukwind,2,Humide, mouillé, flaques,Nat, plassen,1,En agglomération,binnen bebouwde kom,3,Nuit, éclairage public présent et allumé,Nacht, openbare verlichting aanwezig en ontstoken,3,Route régionale,Gewestweg,4,Avec blessé(s) leger(s),met lichtgewonden,09,Voiture,personenauto,03,Bicyclette,51.057956,3.744848
2024,11,19,44021,Région flamande,Vlaams Gewest,Province de Flandre orientale,Provincie Oost-Vlaanderen,Gand,Gent,105480.811100,193402.010389,1,Carrefour,Op Kruispunt,1,Normales,Normaal,2,Humide, mouillé, flaques,Nat, plassen,1,En agglomération,binnen bebouwde kom,3,Nuit, éclairage public présent et allumé,Nacht, openbare verlichting aanwezig en ontstoken,2,Route communale,Gemeenteweg,4,Avec blessé(s) leger(s),met lichtgewonden,09,Voiture,personenauto,08,Piéton,Voetganger,5,51.049071,3.733871
2024,11,02,44021,Région flamande,Vlaams Gewest,Province de Flandre orientale,Provincie Oost-Vlaanderen,Gand,Gent,104522.286739,190526.938395,2,Hors carrefour,Buiten Kruispunt,2,Pluie,Regenval,2,Humide, mouillé, flaques,Nat, plassen,1,En agglomération,binnen bebouwde kom,3,Nuit, éclairage public présent et allumé,Nacht, openbare verlichting aanwezig en ontstoken,2,Route communale,Gemeenteweg,4,Avec blessé(s) leger(s),met lichtgewonden,09,Voiture,personenauto,11,usager/obstacle,een weggebruiker tegen een hindernis,7,51.023153,3.72056
2024,11,21,44021,Région flamande,Vlaams Gewest,Province de Flandre orientale,Provincie Oost-Vlaanderen,Gand,Gent,104702.115448,195304.646466,2,Hors carrefour,Buiten Kruispunt,1,Normales,Normaal,1,Sec,Droog,1,En agglomération,binnen bebouwde kom,3,Nuit, éclairage public présent et allumé,Nacht, openbare verlichting aanwezig en ontstoken,3,Route régionale,Gewestweg,4,Avec blessé(s) leger(s),met lichtgewonden,06,Cyclomoteur,Bromfiets,10,usager seul,één bestuurder, geen hindernis,8,Un seul usager, pas d'obstacle (chute incl.),51.066112,3.722531
2024,11,07,44021,Région flamande,Vlaams Gewest,Province de Flandre orientale,Provincie Oost-Vlaanderen,Gand,Gent,103296.253214,194926.475781,2,Hors carrefour,Buiten Kruispunt,1,Normales,Normaal,2,Humide, mouillé, flaques,Nat, plassen,1,En agglomération,binnen bebouwde kom,2,Aube, crépuscule,Dageraad - schemering,2,Route communale,Gemeenteweg,4,Avec blessé(s) leger(s),met lichtgewonden,03,Bicyclette,Fiets,99,inconnu,onbekend,2,Entre 2 conducteurs: Collision frontale,51.062602,3.702524
2024,11,18,44021,Région flamande,Vlaams Gewest,Province de Flandre orientale,Provincie Oost-Vlaanderen,Gand,Gent,105126.367260,195475.897873,2,Hors carrefour,Buiten Kruispunt,2,Pluie,Regenval,2,Humide, mouillé, flaques,Nat, plassen,1,En agglomération,binnen bebouwde kom,3,Nuit, éclairage public présent et allumé,Nacht, openbare verlichting aanwezig en ontstoken,3,Route régionale,Gewestweg,4,Avec blessé(s) leger(s),met lichtgewonden,09,Voiture,personenauto,09,Voiture,personenauto,3,51.067685,3.728562
2024,11,18,44021,Région flamande,Vlaams Gewest,Province de Flandre orientale,Provincie Oost-Vlaanderen,Gand,Gent,111274.335058,205452.784614,2,Hors carrefour,Buiten Kruispunt,2,Pluie,Regenval,2,Humide, mouillé, flaques,Nat, plassen,2,Hors agglomération,buiten bebouwde kom,3,Nuit, éclairage public présent et allumé,Nacht, openbare verlichting aanwezig en ontstoken,1,Autoroute,Autosnelweg,4,Avec blessé(s) leger(s),met lichtgewonden,09,Voiture,personenauto,05,Camionnette,Lichte vrachtauto,3,51.157805,3.815209
2024,11,02,44021,Région flamande,Vlaams Gewest,Province de Flandre orientale,Provincie Oost-Vlaanderen,Gand,Gent,104384.273192,192764.026391,2,Hors carrefour,Buiten Kruispunt,2,Pluie,Regenval,2,Humide, mouillé, flaques,Nat, plassen,1,En agglomération,binnen bebouwde kom,3,Nuit, éclairage public présent et allumé,Nacht, openbare verlichting aanwezig en ontstoken,2,Route communale,Gemeenteweg,4,Avec blessé(s) leger(s),met lichtgewonden,03,Bicyclette,Fiets,08,Piéton,Voetganger,5,51.043251,3.718314
2024,11,06,44021,Région flamande,Vlaams Gewest,Province de Flandre orientale,Provincie Oost-Vlaanderen,Gand,Gent,103346.955739,189230.992275,1,Carrefour,Op Kruispunt,1,Normales,Normaal,2,Humide, mouillé, flaques,Nat, plassen,1,En agglomération,binnen bebouwde kom,2,Aube, crépuscule,Dageraad - schemering,3,Route régionale,Gewestweg,4,Avec blessé(s) leger(s),met lichtgewonden,09,Voiture,personenauto,09,Voiture,personenauto,1,Collision en chaîne (3 conducteurs ou plus),51.011411,3.703974
2024,11,02,44021,Région flamande,Vlaams Gewest,Province de Flandre orientale,Provincie Oost-Vlaanderen,Gand,Gent,105985.102077,194301.876750,2,Hors carrefour,Buiten Kruispunt,1,Normales,Normaal,1,Sec,Droog,1,En agglomération,binnen bebouwde kom,3,Nuit, éclairage public présent et allumé,Nacht, openbare verlichting aanwezig en ontstoken,3,Route régionale,Gewestweg,4,Avec blessé(s) leger(s),met lichtgewonden,05,Camionnette,Lichte vrachtauto,03,Bicyclette,Fiets,2,Entre 2 conducteurs: Collision frontale,Tussen 2 bestuurders: Frontale botsing,0,51.057198,3.740954
2024,11,06,44012,Région flamande,Vlaams Gewest,Province de Flandre orientale,Provincie Oost-Vlaanderen,De Pinte,De Pinte,101083.805376,186234.206642,2,Hors carrefour,Buiten Kruispunt,1,Normales,Normaal,9,Inconnu, indéterminé,Onbekend,2,Hors agglomération,buiten bebouwde kom,2,Aube, crépuscule,Dageraad - schemering,3,Route régionale,Gewestweg,4,Avec blessé(s) leger(s),met lichtgewonden,09,Voiture,personenauto,09,Voiture,personenauto,A,Entre 2 conducteurs: Flanc contre flanc,Tussen 2 bestuurders: Flank tegen flank,0,50.984287,3.672128
2024,11,20,44021,Région flamande,Vlaams Gewest,Province de Flandre orientale,Provincie Oost-Vlaanderen,Gand,Gent,102969.208731,190516.350292,1,Carrefour,Op Kruispunt,1,Normales,Normaal,1,Sec,Droog,2,Hors agglomération,buiten bebouwde kom,3,Nuit, éclairage public présent et allumé,Nacht, openbare verlichting aanwezig en ontstoken,3,Route régionale,Gewestweg,4,Avec blessé(s) leger(s),met lichtgewonden,99,inconnu,onbekend,99,inconnu,onbekend,0,Type de collision non mentionné,Geen vermelding van de type aanrijding,-1,51.022934,3.698427
2024,10,20,44021,Région flamande,Vlaams Gewest,Province de Flandre orientale,Provincie Oost-Vlaanderen,Gand,Gent,,,2,Hors carrefour,Buiten Kruispunt,1,Normales,Normaal,1,Sec,Droog,1,En agglomération,binnen bebouwde kom,3,Nuit, éclairage public présent et allumé,Nacht, openbare verlichting aanwezig en ontstoken,3,Route régionale,Gewestweg,4,Avec blessé(s) leger(s),met lichtgewonden,03,Bicyclette,Fiets,11,usager/obstacle,een weggebruiker tegen een hindernis,6,Usager contre obstacle situé sur la chaussée,Weggebruiker tegen hindernis op de rijbaan,55,,
2024,11,10,44021,Région flamande,Vlaams Gewest,Province de Flandre orientale,Provincie Oost-Vlaanderen,Gand,Gent,104634.363739,190972.170260,1,Carrefour,Op Kruispunt,1,Normales,Normaal,1,Sec,Droog,1,En agglomération,binnen bebouwde kom,1,Jour,Dag,2,Route communale,Gemeenteweg,4,Avec blessé(s) leger(s),met lichtgewonden,99,inconnu,onbekend,99,inconnu,onbekend,0,Type de collision non mentionné,Geen vermelding van de type aanrijding,-1,Type de collision non mentionné,Geen vermelding van de type aanrijding,51.027164,3.722102
2024,11,14,44021,Région flamande,Vlaams Gewest,Province de Flandre orientale,Provincie Oost-Vlaanderen,Gand,Gent,103726.926011,190297.678879,2,Hors carrefour,Buiten Kruispunt,9,Inconnues, indéterminées,Onbekend,9,Inconnu, indéterminé,Onbekend,1,En agglomération,binnen bebouwde kom,1,Jour,Dag,3,Route régionale,Gewestweg,4,Avec blessé(s) leger(s),met lichtgewonden,99,inconnu,onbekend,99,inconnu,onbekend,0,Type de collision non mentionné,Geen vermelding van de type aanrijding,-1,51.02103,3.709253
2024,11,08,44021,Région flamande,Vlaams Gewest,Province de Flandre orientale,Provincie Oost-Vlaanderen,Gand,Gent,104550.312732,193758.813269,1,Carrefour,Op Kruispunt,1,Normales,Normaal,2,Humide, mouillé, flaques,Nat, plassen,1,En agglomération,binnen bebouwde kom,1,Jour,Dag,2,Route communale,Gemeenteweg,4,Avec blessé(s) leger(s),met lichtgewonden,09,Voiture,personenauto,03,Bicyclette,Fiets,4,Entre 2 conducteurs: Par le côté (avant/derrière-flanc),Tss. 2 best.: langs opzij (voor-/achterkant-flank),51.052206,3.720558
2024,11,18,44021,Région flamande,Vlaams Gewest,Province de Flandre orientale,Provincie Oost-Vlaanderen,Gand,Gent,106433.589612,193239.611288,2,Hors carrefour,Buiten Kruispunt,1,Normales,Normaal,1,Sec,Droog,1,En agglomération,binnen bebouwde kom,1,Jour,Dag,2,Route communale,Gemeenteweg,4,Avec blessé(s) leger(s),met lichtgewonden,03,Bicyclette,Fiets,03,Bicyclette,Fiets,2,Entre 2 conducteurs: Collision frontale,Tussen 2 bestuurders: Frontale botsing,0,Pas d’obstacle,Geen hindernis,51.047683,3.747478
2024,11,22,44021,Région flamande,Vlaams Gewest,Province de Flandre orientale,Provincie Oost-Vlaanderen,Gand,Gent,103098.976731,192925.782293,1,Carrefour,Op Kruispunt,1,Normales,Normaal,1,Sec,Droog,1,En agglomération,binnen bebouwde kom,3,Nuit, éclairage public présent et allumé,Nacht, openbare verlichting aanwezig en ontstoken,2,Route communale,Gemeenteweg,4,Avec blessé(s) leger(s),met lichtgewonden,09,Voiture,personenauto,06,Cyclomoteur,Bromfiets,4,Entre 2 conducteurs: Par le côté (avant/derrière-flanc),Tss. 2 best.: langs opzij (voor-/achterkant-flank),0,51.044602,3.699967
2024,11,12,44021,Région flamande,Vlaams Gewest,Province de Flandre orientale,Provincie Oost-Vlaanderen,Gand,Gent,100245.990765,194684.565234,1,Carrefour,Op Kruispunt,1,Normales,Normaal,9,Inconnu, indéterminé,Onbekend,2,Hors agglomération,buiten bebouwde kom,1,Jour,Dag,3,Route régionale,Gewestweg,4,Avec blessé(s) leger(s),met lichtgewonden,06,Cyclomoteur,Bromfiets,10,usager seul,één bestuurder, geen hindernis,8,Un seul usager, pas d'obstacle (chute incl.),Eén bestuurder,51.060173,3.659048
2024,11,15,44021,Région flamande,Vlaams Gewest,Province de Flandre orientale,Provincie Oost-Vlaanderen,Gand,Gent,103075.924028,194880.439799,2,Hors carrefour,Buiten Kruispunt,1,Normales,Normaal,1,Sec,Droog,1,En agglomération,binnen bebouwde kom,1,Jour,Dag,2,Route communale,Gemeenteweg,4,Avec blessé(s) leger(s),met lichtgewonden,08,Piéton,Voetganger,09,Voiture,personenauto,5,Avec un piéton,Met een voetganger,0,Pas d’obstacle,Geen hindernis,51.06217,3.699387
2024,11,04,44021,Région flamande,Vlaams Gewest,Province de Flandre orientale,Provincie Oost-Vlaanderen,Gand,Gent,104173.216063,192856.352536,2,Hors carrefour,Buiten Kruispunt,1,Normales,Normaal,1,Sec,Droog,1,En agglomération,binnen bebouwde kom,3,Nuit, éclairage public présent et allumé,Nacht, openbare verlichting aanwezig en ontstoken,3,Route régionale,Gewestweg,4,Avec blessé(s) leger(s),met lichtgewonden,03,Bicyclette,Fiets,10,usager seul,één bestuurder, geen hindernis,8,Un seul usager, pas d'obstacle (chute incl.),51.044064,3.715293
2024,11,11,44021,Région flamande,Vlaams Gewest,Province de Flandre orientale,Provincie Oost-Vlaanderen,Gand,Gent,102728.892755,194914.077004,2,Hors carrefour,Buiten Kruispunt,1,Normales,Normaal,1,Sec,Droog,1,En agglomération,binnen bebouwde kom,1,Jour,Dag,3,Route régionale,Gewestweg,4,Avec blessé(s) leger(s),met lichtgewonden,09,Voiture,personenauto,06,Cyclomoteur,Bromfiets,4,Entre 2 conducteurs: Par le côté (avant/derrière-flanc),Tss. 2 best.: langs opzij (voor-/achterkant-flank),0,Pas d’obstacle,Geen hindernis,51.062444,3.694433
2024,11,20,44021,Région flamande,Vlaams Gewest,Province de Flandre orientale,Provincie Oost-Vlaanderen,Gand,Gent,104886.600569,193978.682454,2,Hors carrefour,Buiten Kruispunt,9,Inconnues, indéterminées,Onbekend,2,Humide, mouillé, flaques,Nat, plassen,1,En agglomération,binnen bebouwde kom,3,Nuit, éclairage public présent et allumé,Nacht, openbare verlichting aanwezig en ontstoken,2,Route communale,Gemeenteweg,4,Avec blessé(s) leger(s),met lichtgewonden,06,Cyclomoteur,Bromfiets,11,usager/obstacle,een weggebruiker tegen een hindernis,51.054208,3.725327
2024,11,18,44021,Région flamande,Vlaams Gewest,Province de Flandre orientale,Provincie Oost-Vlaanderen,Gand,Gent,107923.552700,196669.502279,2,Hors carrefour,Buiten Kruispunt,1,Normales,Normaal,9,Inconnu, indéterminé,Onbekend,1,En agglomération,binnen bebouwde kom,3,Nuit, éclairage public présent et allumé,Nacht, openbare verlichting aanwezig en ontstoken,2,Route communale,Gemeenteweg,4,Avec blessé(s) leger(s),met lichtgewonden,06,Cyclomoteur,Bromfiets,11,usager/obstacle,een weggebruiker tegen een hindernis,6,Usager contre obstacle situé sur la chaussée,Weggebruiker tegen hindernis op de rijbaan,51.078623,3.768329
2024,11,08,44021,Région flamande,Vlaams Gewest,Province de Flandre orientale,Provincie Oost-Vlaanderen,Gand,Gent, 99481.076575,193111.606730,2,Hors carrefour,Buiten Kruispunt,1,Normales,Normaal,2,Humide, mouillé, flaques,Nat, plassen,2,Hors agglomération,buiten bebouwde kom,1,Jour,Dag,3,Route régionale,Gewestweg,4,Avec blessé(s) leger(s),met lichtgewonden,05,Camionnette,Lichte vrachtauto,09,Voiture,personenauto,4,Entre 2 conducteurs: Par le côté (avant/derrière-flanc),Tss. 2 best.: langs opzij (voor-/achterkant-flank),51.045969,3.648355
2024,11,22,44021,Région flamande,Vlaams Gewest,Province de Flandre orientale,Provincie Oost-Vlaanderen,Gand,Gent,104986.833756,195416.376278,1,Carrefour,Op Kruispunt,1,Normales,Normaal,1,Sec,Droog,1,En agglomération,binnen bebouwde kom,3,Nuit, éclairage public présent et allumé,Nacht, openbare verlichting aanwezig en ontstoken,3,Route régionale,Gewestweg,4,Avec blessé(s) leger(s),met lichtgewonden,99,inconnu,onbekend,99,inconnu,onbekend,9,Autre ou inconnu,Andere of onbekend,-3,51.067139,3.726579
2024,11,16,44021,Région flamande,Vlaams Gewest,Province de Flandre orientale,Provincie Oost-Vlaanderen,Gand,Gent,105097.276101,194159.700466,2,Hors carrefour,Buiten Kruispunt,1,Normales,Normaal,1,Sec,Droog,1,En agglomération,binnen bebouwde kom,2,Aube, crépuscule,Dageraad - schemering,2,Route communale,Gemeenteweg,4,Avec blessé(s) leger(s),met lichtgewonden,03,Bicyclette,Fiets,06,Cyclomoteur,Bromfiets,4,Entre 2 conducteurs: Par le côté (avant/derrière-flanc),Tss. 2 best.: langs opzij (voor-/achterkant-flank),0,Pas d’obstacle,51.055852,3.728309
2024,11,18,44021,Région flamande,Vlaams Gewest,Province de Flandre orientale,Provincie Oost-Vlaanderen,Gand,Gent,105874.550428,192619.098453,1,Carrefour,Op Kruispunt,1,Normales,Normaal,1,Sec,Droog,1,En agglomération,binnen bebouwde kom,3,Nuit, éclairage public présent et allumé,Nacht, openbare verlichting aanwezig en ontstoken,2,Route communale,Gemeenteweg,4,Avec blessé(s) leger(s),met lichtgewonden,99,inconnu,onbekend,99,inconnu,onbekend,9,Autre ou inconnu,Andere of onbekend,-3,51.042063,3.739581
2024,11,14,44021,Région flamande,Vlaams Gewest,Province de Flandre orientale,Provincie Oost-Vlaanderen,Gand,Gent,105347.752326,191898.952071,2,Hors carrefour,Buiten Kruispunt,1,Normales,Normaal,2,Humide, mouillé, flaques,Nat, plassen,1,En agglomération,binnen bebouwde kom,1,Jour,Dag,2,Route communale,Gemeenteweg,4,Avec blessé(s) leger(s),met lichtgewonden,06,Cyclomoteur,Bromfiets,03,Bicyclette,Fiets,A,Entre 2 conducteurs: Flanc contre flanc,Tussen 2 bestuurders: Flank tegen flank,51.03555,3.732158
2024,11,03,44021,Région flamande,Vlaams Gewest,Province de Flandre orientale,Provincie Oost-Vlaanderen,Gand,Gent,103795.199707,194265.196565,1,Carrefour,Op Kruispunt,2,Pluie,Regenval,2,Humide, mouillé, flaques,Nat, plassen,1,En agglomération,binnen bebouwde kom,3,Nuit, éclairage public présent et allumé,Nacht, openbare verlichting aanwezig en ontstoken,3,Route régionale,Gewestweg,4,Avec blessé(s) leger(s),met lichtgewonden,03,Bicyclette,Fiets,09,Voiture,personenauto,4,51.056698,3.709725
2024,11,08,44021,Région flamande,Vlaams Gewest,Province de Flandre orientale,Provincie Oost-Vlaanderen,Gand,Gent,104051.806748,199292.332248,1,Carrefour,Op Kruispunt,2,Pluie,Regenval,2,Humide, mouillé, flaques,Nat, plassen,2,Hors agglomération,buiten bebouwde kom,2,Aube, crépuscule,Dageraad - schemering,3,Route régionale,Gewestweg,3,Avec blessé(s) grave(s),met zwaargewonden,09,Voiture,personenauto,06,Cyclomoteur,Bromfiets,4,Entre 2 conducteurs: Par le côté (avant/derrière-flanc),51.101904,3.712752
2024,11,17,44021,Région flamande,Vlaams Gewest,Province de Flandre orientale,Provincie Oost-Vlaanderen,Gand,Gent,103242.171739,193909.483285,1,Carrefour,Op Kruispunt,9,Inconnues, indéterminées,Onbekend,1,Sec,Droog,1,En agglomération,binnen bebouwde kom,1,Jour,Dag,3,Route régionale,Gewestweg,4,Avec blessé(s) leger(s),met lichtgewonden,06,Cyclomoteur,Bromfiets,09,Voiture,personenauto,4,Entre 2 conducteurs: Par le côté (avant/derrière-flanc),Tss. 2 best.: langs opzij (voor-/achterkant-flank),0,Pas d’obstacle,51.053456,3.701883
2024,11,08,44021,Région flamande,Vlaams Gewest,Province de Flandre orientale,Provincie Oost-Vlaanderen,Gand,Gent,104108.332699,193026.427285,1,Carrefour,Op Kruispunt,1,Normales,Normaal,3,Verglas, neige,Ijzel, sneeuw,2,Hors agglomération,buiten bebouwde kom,2,Aube, crépuscule,Dageraad - schemering,3,Route régionale,Gewestweg,4,Avec blessé(s) leger(s),met lichtgewonden,03,Bicyclette,Fiets,10,usager seul,één bestuurder, geen hindernis,8,Un seul usager,51.045588,3.714347
2024,11,16,44021,Région flamande,Vlaams Gewest,Province de Flandre orientale,Provincie Oost-Vlaanderen,Gand,Gent,100632.998619,197440.522262,1,Carrefour,Op Kruispunt,1,Normales,Normaal,1,Sec,Droog,2,Hors agglomération,buiten bebouwde kom,1,Jour,Dag,3,Route régionale,Gewestweg,4,Avec blessé(s) leger(s),met lichtgewonden,09,Voiture,personenauto,06,Cyclomoteur,Bromfiets,2,Entre 2 conducteurs: Collision frontale,Tussen 2 bestuurders: Frontale botsing,0,Pas d’obstacle,Geen hindernis,51.084978,3.664195
2024,11,14,44021,Région flamande,Vlaams Gewest,Province de Flandre orientale,Provincie Oost-Vlaanderen,Gand,Gent,105458.096732,192824.625301,1,Carrefour,Op Kruispunt,1,Normales,Normaal,1,Sec,Droog,1,En agglomération,binnen bebouwde kom,1,Jour,Dag,3,Route régionale,Gewestweg,4,Avec blessé(s) leger(s),met lichtgewonden,02,Autres,Andere weggebruiker,03,Bicyclette,Fiets,4,Entre 2 conducteurs: Par le côté (avant/derrière-flanc),Tss. 2 best.: langs opzij (voor-/achterkant-flank),0,Pas d’obstacle,Geen hindernis,51.043879,3.733618
2024,10,18,44021,Région flamande,Vlaams Gewest,Province de Flandre orientale,Provincie Oost-Vlaanderen,Gand,Gent,,,2,Hors carrefour,Buiten Kruispunt,9,Inconnues, indéterminées,Onbekend,9,Inconnu, indéterminé,Onbekend,1,En agglomération,binnen bebouwde kom,9,Inconnu, indéterminé,Onbekend,3,Route régionale,Gewestweg,4,Avec blessé(s) leger(s),met lichtgewonden,99,inconnu,onbekend,99,inconnu,onbekend,0,Type de collision non mentionné,Geen vermelding van de type aanrijding,,
2024,11,09,44021,Région flamande,Vlaams Gewest,Province de Flandre orientale,Provincie Oost-Vlaanderen,Gand,Gent,105480.811100,193402.010389,1,Carrefour,Op Kruispunt,1,Normales,Normaal,1,Sec,Droog,1,En agglomération,binnen bebouwde kom,1,Jour,Dag,2,Route communale,Gemeenteweg,4,Avec blessé(s) leger(s),met lichtgewonden,09,Voiture,personenauto,09,Voiture,personenauto,4,Entre 2 conducteurs: Par le côté (avant/derrière-flanc),Tss. 2 best.: langs opzij (voor-/achterkant-flank),0,Pas d’obstacle,Geen hindernis,51.049071,3.733871
2024,11,17,44021,Région flamande,Vlaams Gewest,Province de Flandre orientale,Provincie Oost-Vlaanderen,Gand,Gent,104607.686767,192487.663679,2,Hors carrefour,Buiten Kruispunt,1,Normales,Normaal,1,Sec,Droog,1,En agglomération,binnen bebouwde kom,2,Aube, crépuscule,Dageraad - schemering,3,Route régionale,Gewestweg,4,Avec blessé(s) leger(s),met lichtgewonden,03,Bicyclette,Fiets,06,Cyclomoteur,Bromfiets,A,Entre 2 conducteurs: Flanc contre flanc,Tussen 2 bestuurders: Flank tegen flank,0,Pas d’obstacle,51.040784,3.721534
2024,11,21,44021,Région flamande,Vlaams Gewest,Province de Flandre orientale,Provincie Oost-Vlaanderen,Gand,Gent,105133.469916,193191.813077,1,Carrefour,Op Kruispunt,3,Brouillard (visibilité de moins de 100m),Mist (zichtbaarheid minder dan 100m),2,Humide, mouillé, flaques,Nat, plassen,1,En agglomération,binnen bebouwde kom,3,Nuit, éclairage public présent et allumé,Nacht, openbare verlichting aanwezig en ontstoken,2,Route communale,Gemeenteweg,4,Avec blessé(s) leger(s),met lichtgewonden,06,Cyclomoteur,Bromfiets,03,Bicyclette,Fiets,A,51.047154,3.728944
2024,10,17,44021,Région flamande,Vlaams Gewest,Province de Flandre orientale,Provincie Oost-Vlaanderen,Gand,Gent,,,2,Hors carrefour,Buiten Kruispunt,9,Inconnues, indéterminées,Onbekend,9,Inconnu, indéterminé,Onbekend,1,En agglomération,binnen bebouwde kom,9,Inconnu, indéterminé,Onbekend,3,Route régionale,Gewestweg,4,Avec blessé(s) leger(s),met lichtgewonden,01,Autobus,Autobus,10,usager seul,één bestuurder, geen hindernis,8,Un seul usager,,
2024,11,18,44021,Région flamande,Vlaams Gewest,Province de Flandre orientale,Provincie Oost-Vlaanderen,Gand,Gent,106288.309519,194521.615785,2,Hors carrefour,Buiten Kruispunt,9,Inconnues, indéterminées,Onbekend,9,Inconnu, indéterminé,Onbekend,1,En agglomération,binnen bebouwde kom,1,Jour,Dag,3,Route régionale,Gewestweg,4,Avec blessé(s) leger(s),met lichtgewonden,03,Bicyclette,Fiets,03,Bicyclette,Fiets,A,Entre 2 conducteurs: Flanc contre flanc,Tussen 2 bestuurders: Flank tegen flank,0,51.059196,3.745253
2024,11,09,44021,Région flamande,Vlaams Gewest,Province de Flandre orientale,Provincie Oost-Vlaanderen,Gand,Gent,106917.566108,191813.169877,1,Carrefour,Op Kruispunt,1,Normales,Normaal,1,Sec,Droog,2,Hors agglomération,buiten bebouwde kom,1,Jour,Dag,3,Route régionale,Gewestweg,4,Avec blessé(s) leger(s),met lichtgewonden,09,Voiture,personenauto,09,Voiture,personenauto,4,Entre 2 conducteurs: Par le côté (avant/derrière-flanc),Tss. 2 best.: langs opzij (voor-/achterkant-flank),0,Pas d’obstacle,Geen hindernis,51.034898,3.754547
2024,11,16,44021,Région flamande,Vlaams Gewest,Province de Flandre orientale,Provincie Oost-Vlaanderen,Gand,Gent,107533.050897,191324.062468,2,Hors carrefour,Buiten Kruispunt,1,Normales,Normaal,1,Sec,Droog,2,Hors agglomération,buiten bebouwde kom,1,Jour,Dag,3,Route régionale,Gewestweg,4,Avec blessé(s) leger(s),met lichtgewonden,05,Camionnette,Lichte vrachtauto,06,Cyclomoteur,Bromfiets,4,Entre 2 conducteurs: Par le côté (avant/derrière-flanc),Tss. 2 best.: langs opzij (voor-/achterkant-flank),0,Pas d’obstacle,Geen hindernis,51.030547,3.763378
2024,11,19,44021,Région flamande,Vlaams Gewest,Province de Flandre orientale,Provincie Oost-Vlaanderen,Gand,Gent,103614.428237,197372.951517,2,Hors carrefour,Buiten Kruispunt,1,Normales,Normaal,2,Humide, mouillé, flaques,Nat, plassen,1,En agglomération,binnen bebouwde kom,3,Nuit, éclairage public présent et allumé,Nacht, openbare verlichting aanwezig en ontstoken,2,Route communale,Gemeenteweg,4,Avec blessé(s) leger(s),met lichtgewonden,99,inconnu,onbekend,99,inconnu,onbekend,9,51.084617,3.706752
2024,11,14,44021,Région flamande,Vlaams Gewest,Province de Flandre orientale,Provincie Oost-Vlaanderen,Gand,Gent,103787.144347,192081.194261,1,Carrefour,Op Kruispunt,2,Pluie,Regenval,2,Humide, mouillé, flaques,Nat, plassen,1,En agglomération,binnen bebouwde kom,1,Jour,Dag,2,Route communale,Gemeenteweg,3,Avec blessé(s) grave(s),met zwaargewonden,99,inconnu,onbekend,99,inconnu,onbekend,0,Type de collision non mentionné,Geen vermelding van de type aanrijding,51.037066,3.709886
2024,11,08,44021,Région flamande,Vlaams Gewest,Province de Flandre orientale,Provincie Oost-Vlaanderen,Gand,Gent,101370.187738,193780.720277,1,Carrefour,Op Kruispunt,2,Pluie,Regenval,2,Humide, mouillé, flaques,Nat, plassen,1,En agglomération,binnen bebouwde kom,2,Aube, crépuscule,Dageraad - schemering,2,Route communale,Gemeenteweg,4,Avec blessé(s) leger(s),met lichtgewonden,06,Cyclomoteur,Bromfiets,09,Voiture,personenauto,4,Entre 2 conducteurs: Par le côté (avant/derrière-flanc),51.052144,3.675203
